file_name,test_id,_program_index,program_index,session_id,index,_index,unixtime,datetime_utc,datetime_jst,rtc_year,rtc_month,rtc_day,rtc_hour,rtc_min,rtc_sec,rtc_msec,gps_hour,gps_min,gps_sec,latitude,longitude,altitude,fix_type,SIV,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,illuminance,atmopress,water_pressure,water_temp,depth,alt_wps,battery_level,behavior_class,camera_command,camera_recording,camera_count,play_audio,speaker_on,audio_file,prev_sd_write_time_ms,delay_occurred_counter,acc_x_ma,acc_y_ma,acc_z_ma,gyro_x_ma,gyro_y_ma,gyro_z_ma,gyro_x_lowpass,gyro_y_lowpass,gyro_z_lowpass,angle_x,angle_y,angle_z,combined_angle_change,gravity_adjusted_angle,smoothed_angle_change,smoothed_gravity_angle,acc_x_dy,acc_y_dy,acc_z_dy,ODBA,VeDBA,smoothed_VeDBA_1s,smoothed_VeDBA_2s,smoothed_VeDBA_3s
LBP05_S02,LBP05,-1650,1,2,0,-1650,1715762132.0,2024-05-15 08:35:32+00:00,2024-05-15 17:35:32+09:00,2024,5,15,8,35,32,0,8.0,35.0,31.0,40.545292,141.523346,8.413,3.0,14.0,0.327637,-0.29248,0.528809,119.445801,-59.509277,14.404297,-550.0,73.0,538.0,23.0,0.0,1023.099976,20.450001,0.100089,-81.638939,3.972656,0.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,,,,,,,120.228840236753,-60.296787592626316,14.801528322868736,4.80915360947012,-2.411871503705053,0.5920611329147495,5.412542745787071,,7.707755566289895,,,,,,,,,
LBP05_S02,LBP05,-1649,2,2,1,-1649,1715762132.04,2024-05-15 08:35:32.040000+00:00,2024-05-15 17:35:32.040000+09:00,2024,5,15,8,35,32,40,,,,,,,,,0.04248,0.246094,0.717529,122.741699,21.118164,41.503906,,,,,,,,,,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,,,,,,,67.98212048212352,-34.06970277166293,-0.38053556955114765,7.528438428755061,-3.7746596145715703,0.5768397101327036,8.44145629809333,,7.301783997235053,,,,,,,,,
LBP05_S02,LBP05,-1648,3,2,2,-1648,1715762132.08,2024-05-15 08:35:32.080000+00:00,2024-05-15 17:35:32.080000+09:00,2024,5,15,8,35,32,80,,,,,,,,,-0.300781,-0.09082,1.363281,-14.404297,16.723633,7.202148,,,,,,,,,,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,,,,,,,19.9712363821176,-10.726873061430096,-14.261387876910286,8.327287884039766,-4.203734537028774,0.0063841950562921745,9.328191052901442,,7.034292983753798,,,,,,,,,
LBP05_S02,LBP05,-1647,4,2,3,-1647,1715762132.12,2024-05-15 08:35:32.120000+00:00,2024-05-15 17:35:32.120000+09:00,2024,5,15,8,35,32,120,,,,,,,,,-0.22998,-0.052734,1.353271,-34.606934,37.536621,-62.744141,,,,,,,,,,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,,,,,,,-19.88738219690364,7.431179365776678,-25.528630908473406,7.53179259616362,-3.906487362397707,-1.014761041282644,8.545073621397487,,7.053447466894246,,,,,,,,,
LBP05_S02,LBP05,-1646,5,2,4,-1646,1715762132.16,2024-05-15 08:35:32.160000+00:00,2024-05-15 17:35:32.160000+09:00,2024,5,15,8,35,32,160,,,,,,,,,-0.181396,-0.096191,0.884521,-134.155273,70.739746,-61.218262,,,,,,,,,,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,,,,,,,-48.934906179886354,19.31299759646945,-33.26691553061674,5.574396348968166,-3.133967458538929,-2.3454376625073134,6.811514113270143,,7.295460794399691,,,,,,,,,
LBP05_S02,LBP05,-1645,6,2,5,-1645,1715762132.2,2024-05-15 08:35:32.200000+00:00,2024-05-15 17:35:32.200000+09:00,2024,5,15,8,35,32,200,,,,,,,,,-0.418213,0.095703,0.255859,-99.54834,50.598145,-51.940918,,,,,,,,,,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,,,,,,,-66.06809629064884,25.126996969361585,-37.105700999411674,2.931672497342212,-2.1288875797644655,-3.8296657024837804,5.271926151960848,,7.6487288173194115,,,,,,,,,
LBP05_S02,LBP05,-1644,7,2,6,-1644,1715762132.24,2024-05-15 08:35:32.240000+00:00,2024-05-15 17:35:32.240000+09:00,2024,5,15,8,35,32,240,,,,,,,,,0.005371,-0.338867,0.424805,-67.504883,-72.570801,-31.25,,,,,,,,,,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,,,,,,,-71.65606084748735,26.08350113365476,-37.241235210242664,0.06543006344271785,-1.085547534418275,-5.319315110893487,5.429346902866265,,8.276195074649596,,,,,,,,,
LBP05_S02,LBP05,-1643,8,2,7,-1643,1715762132.28,2024-05-15 08:35:32.280000+00:00,2024-05-15 17:35:32.280000+09:00,2024,5,15,8,35,32,280,,,,,,,,,0.311768,-0.235596,0.745605,76.477051,-48.461914,-21.850586,,,,,,,,,,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,,,,,,,-67.12304086672398,23.859518034782468,-34.31481746148786,-2.6194915712262414,-0.1311668130269763,-6.691907809353001,7.187528848877385,,8.607371755453437,,,,,,,,,
LBP05_S02,LBP05,-1642,9,2,8,-1642,1715762132.32,2024-05-15 08:35:32.320000+00:00,2024-05-15 17:35:32.320000+09:00,2024,5,15,8,35,32,320,,,,,,,,,0.085693,-0.144043,1.245117,-10.681152,34.973145,10.620117,,,,,,,,,,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,,,,,,,-54.393333433111515,20.064593130984324,-29.197938200197456,-4.795224908550702,0.6714169122123966,-7.859825337360899,9.231567414443242,,8.79342155706741,,,,,,,,,
LBP05_S02,LBP05,-1641,10,2,9,-1641,1715762132.36,2024-05-15 08:35:32.360000+00:00,2024-05-15 17:35:32.360000+09:00,2024,5,15,8,35,32,360,,,,,,,,,-0.532715,-0.205566,1.636963,-75.073242,44.006348,-7.446289,,,,,,,,,,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,,,,,,,-35.454620364763564,15.915448394841423,-22.78048028404468,-6.213409723141245,1.3080348480060535,-8.771044548722687,10.82814102359691,,8.98377955469198,,,,,,,,,
