_program_index,program_index,pixel_count,abs_diff_pixel_count,pixel_count_p,abs_diff_pixel_count_p,datetime_jst,speed_distance_km_h,abs_diff_distance_m,camera_command,camera_recording,speaker_on
-2050,1,0,0,0.0,0.0,2024-05-15 15:37:42+09:00,28.197100279855896,1.089662121781898,1.0,1.0,0.0
-2049,2,0,0,0.0,0.0,2024-05-15 15:37:42+09:00,28.197100279855896,1.089662121781898,1.0,1.0,0.0
-2048,3,0,0,0.0,0.0,2024-05-15 15:37:42+09:00,28.197100279855896,1.089662121781898,1.0,1.0,0.0
-2047,4,0,0,0.0,0.0,2024-05-15 15:37:42+09:00,28.197100279855896,1.089662121781898,1.0,1.0,0.0
-2046,5,0,0,0.0,0.0,2024-05-15 15:37:42+09:00,28.197100279855896,1.089662121781898,1.0,1.0,0.0
-2045,6,0,0,0.0,0.0,2024-05-15 15:37:42+09:00,28.197100279855896,1.089662121781898,1.0,1.0,0.0
-2044,7,0,0,0.0,0.0,2024-05-15 15:37:42+09:00,28.197100279855896,1.089662121781898,1.0,1.0,0.0
-2043,8,0,0,0.0,0.0,2024-05-15 15:37:42+09:00,28.197100279855896,1.089662121781898,1.0,1.0,0.0
-2042,9,0,0,0.0,0.0,2024-05-15 15:37:42+09:00,28.197100279855896,1.089662121781898,1.0,1.0,0.0
-2041,10,0,0,0.0,0.0,2024-05-15 15:37:42+09:00,28.197100279855896,1.089662121781898,1.0,1.0,0.0
-2040,11,0,0,0.0,0.0,2024-05-15 15:37:43+09:00,27.30741368630047,0.2471351648765072,1.0,1.0,0.0
-2039,12,0,0,0.0,0.0,2024-05-15 15:37:43+09:00,27.30741368630047,0.2471351648765072,1.0,1.0,0.0
-2038,13,0,0,0.0,0.0,2024-05-15 15:37:43+09:00,27.30741368630047,0.2471351648765072,1.0,1.0,0.0
-2037,14,0,0,0.0,0.0,2024-05-15 15:37:43+09:00,27.30741368630047,0.2471351648765072,1.0,1.0,0.0
-2036,15,0,0,0.0,0.0,2024-05-15 15:37:43+09:00,27.30741368630047,0.2471351648765072,1.0,1.0,0.0
-2035,16,0,0,0.0,0.0,2024-05-15 15:37:43+09:00,27.30741368630047,0.2471351648765072,1.0,1.0,0.0
-2034,17,0,0,0.0,0.0,2024-05-15 15:37:43+09:00,27.30741368630047,0.2471351648765072,1.0,1.0,0.0
-2033,18,0,0,0.0,0.0,2024-05-15 15:37:43+09:00,27.30741368630047,0.2471351648765072,1.0,1.0,0.0
-2032,19,0,0,0.0,0.0,2024-05-15 15:37:43+09:00,27.30741368630047,0.2471351648765072,1.0,1.0,0.0
-2031,20,0,0,0.0,0.0,2024-05-15 15:37:43+09:00,27.30741368630047,0.2471351648765072,1.0,1.0,0.0
-2030,21,0,0,0.0,0.0,2024-05-15 15:37:43+09:00,27.30741368630047,0.2471351648765072,1.0,1.0,0.0
-2029,22,0,0,0.0,0.0,2024-05-15 15:37:43+09:00,27.30741368630047,0.2471351648765072,1.0,1.0,0.0
-2028,23,0,0,0.0,0.0,2024-05-15 15:37:43+09:00,27.30741368630047,0.2471351648765072,1.0,1.0,0.0
-2027,24,0,0,0.0,0.0,2024-05-15 15:37:43+09:00,27.30741368630047,0.2471351648765072,1.0,1.0,0.0
-2026,25,0,0,0.0,0.0,2024-05-15 15:37:43+09:00,27.30741368630047,0.2471351648765072,1.0,1.0,0.0
-2025,26,0,0,0.0,0.0,2024-05-15 15:37:43+09:00,27.30741368630047,0.2471351648765072,1.0,1.0,0.0
