file_name,test_id,_program_index,program_index,session_id,index,_index,unixtime,datetime_utc,datetime_jst,rtc_year,rtc_month,rtc_day,rtc_hour,rtc_min,rtc_sec,rtc_msec,gps_hour,gps_min,gps_sec,latitude,longitude,altitude,fix_type,SIV,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,illuminance,atmopress,water_pressure,water_temp,depth,alt_wps,battery_level,behavior_class,camera_command,camera_recording,camera_count,play_audio,speaker_on,audio_file,prev_sd_write_time_ms,delay_occurred_counter,acc_x_ma,acc_y_ma,acc_z_ma,gyro_x_ma,gyro_y_ma,gyro_z_ma,gyro_x_lowpass,gyro_y_lowpass,gyro_z_lowpass,angle_x,angle_y,angle_z,combined_angle_change,gravity_adjusted_angle,smoothed_angle_change,smoothed_gravity_angle,acc_x_dy,acc_y_dy,acc_z_dy,ODBA,VeDBA,smoothed_VeDBA_1s,smoothed_VeDBA_2s,smoothed_VeDBA_3s
LBP00_S02,LBP00,-1650,1,2,0,-1650,1715225057.0,2024-05-09 03:24:17+00:00,2024-05-09 12:24:17+09:00,2024,5,9,3,24,17,0,3.0,24.0,17.0,40.555965,141.519302,4.66,3.0,13.0,0.158936,0.519287,1.410889,10.437012,21.911621,-45.166016,-259.0,-57.0,401.0,741.0,0.0,1015.400024,18.76,0.023783,-17.874563,4.021875,0.0,1.0,1.0,2.0,0.0,0.0,0.0,6.0,0.0,,,,,,,10.194515803275314,22.49410484461186,-45.27649083204123,0.40778063213101257,0.8997641937844745,-1.8110596332816493,2.062958468719149,,3.646706399447948,,,,,,,,,
LBP00_S02,LBP00,-1649,2,2,1,-1649,1715225057.04,2024-05-09 03:24:17.040000+00:00,2024-05-09 12:24:17.040000+09:00,2024,5,9,3,24,17,40,,,,,,,,,0.038818,0.352783,1.518311,-8.178711,18.859863,-25.817871,,,,,,,,,,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,6.0,0.0,,,,,,,8.771022604434055,14.288999069076858,-29.752997268802776,0.7586215363083748,1.4713241565475488,-3.0011795240337604,3.427445104516007,,3.693374630478653,,,,,,,,,
LBP00_S02,LBP00,-1648,3,2,2,-1648,1715225057.08,2024-05-09 03:24:17.080000+00:00,2024-05-09 12:24:17.080000+09:00,2024,5,9,3,24,17,80,,,,,,,,,0.201172,0.327393,1.171631,-25.512695,61.279297,-27.404785,,,,,,,,,,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,6.0,0.0,,,,,,,7.517642336078577,6.692961513573785,-15.494713544989198,1.059327229751518,1.7390426170905002,-3.6209680658333285,4.154257230544921,,3.6876338607874657,,,,,,,,,
LBP00_S02,LBP00,-1647,4,2,3,-1647,1715225057.12,2024-05-09 03:24:17.120000+00:00,2024-05-09 12:24:17.120000+09:00,2024,5,9,3,24,17,120,,,,,,,,,-0.33667,-0.4021,0.243896,43.334961,79.956055,-25.939941,,,,,,,,,,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,6.0,0.0,,,,,,,6.630983332329273,0.4460435910854659,-3.7003026302673034,1.324566563044689,1.7568843607339188,-3.7689801710440207,4.364210211097818,,3.6689992574716523,,,,,,,,,
LBP00_S02,LBP00,-1646,5,2,4,-1646,1715225057.16,2024-05-09 03:24:17.160000+00:00,2024-05-09 12:24:17.160000+09:00,2024,5,9,3,24,17,160,,,,,,,,,-0.01001,0.626465,-0.111084,93.75,-48.156738,18.798828,,,,,,,,,,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,6.0,0.0,,,,,,,6.290599449791265,-3.815286883223043,4.817806039221883,1.5761905410363397,1.6042728854049972,-3.5762679294751454,4.224660982361844,,3.6651066939064156,,,,,,,,,
LBP00_S02,LBP00,-1645,6,2,5,-1645,1715225057.2,2024-05-09 03:24:17.200000+00:00,2024-05-09 12:24:17.200000+09:00,2024,5,9,3,24,17,200,,,,,,,,,0.294434,0.377197,0.343994,-91.85791,-121.21582,74.890137,,,,,,,,,,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,6.0,0.0,,,,,,,6.613225189479199,-5.76128639582209,9.784688543711413,1.8407195486155077,1.3738214295721136,-3.1848803877266887,3.9267157856321795,,3.689491866110628,,,,,,,,,
LBP00_S02,LBP00,-1644,7,2,6,-1644,1715225057.24,2024-05-09 03:24:17.240000+00:00,2024-05-09 12:24:17.240000+09:00,2024,5,9,3,24,17,240,,,,,,,,,0.639648,-0.00708,1.049561,-18.615723,-31.738281,18.493652,,,,,,,,,,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,6.0,0.0,,,,,,,7.583587758240168,-5.5655407448497956,11.506646783978209,2.1440630589451146,1.1511997997781218,-2.72461451636756,3.6531892426403405,,3.912584517725226,,,,,,,,,
LBP00_S02,LBP00,-1643,8,2,7,-1643,1715225057.28,2024-05-09 03:24:17.280000+00:00,2024-05-09 12:24:17.280000+09:00,2024,5,9,3,24,17,280,,,,,,,,,0.315918,0.424072,1.230225,27.648926,21.240234,-10.131836,,,,,,,,,,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,6.0,0.0,,,,,,,9.001719777988669,-3.9343862307809685,10.762165949094054,2.5041318500646614,0.9938243505468831,-2.294127878403798,3.5385570342609585,,4.042093832313287,,,,,,,,,
LBP00_S02,LBP00,-1642,9,2,8,-1642,1715225057.32,2024-05-09 03:24:17.320000+00:00,2024-05-09 12:24:17.320000+09:00,2024,5,9,3,24,17,320,,,,,,,,,0.143799,0.183105,1.679443,-1.403809,16.906738,-24.230957,,,,,,,,,,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,6.0,0.0,,,,,,,10.505709806568547,-1.885276512271856,8.55293800675119,2.9243602423274035,0.9184132900560089,-1.9520103581337505,3.6339661853845238,,4.141767616188871,,,,,,,,,
LBP00_S02,LBP00,-1641,10,2,9,-1641,1715225057.36,2024-05-09 03:24:17.360000+00:00,2024-05-09 12:24:17.360000+09:00,2024,5,9,3,24,17,360,,,,,,,,,0.06958,0.414551,1.484619,47.973633,44.372559,-24.108887,,,,,,,,,,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,6.0,0.0,,,,,,,11.686279251478645,-0.35007006667940777,5.8059794594364105,3.3918114123865495,0.9044104873888326,-1.719771179756294,3.9089584159485375,,4.261049959533638,,,,,,,,,
LBP00_S02,LBP00,-1640,11,2,10,-1640,1715225057.4,2024-05-09 03:24:17.400000+00:00,2024-05-09 12:24:17.400000+09:00,2024,5,9,3,24,17,400,,,,,,,,,0.053467,0.202148,0.934082,9.765625,94.970703,-26.489258,,,,,,,,,,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,6.0,0.0,,,,,,,12.240819417248249,0.19877618936906985,3.1552620310171386,3.8814441890764795,0.9123615349635954,-1.5935606985156086,4.293884984865135,,4.431612085045302,,,,,,,,,
LBP00_S02,LBP00,-1639,12,2,11,-1639,1715225057.44,2024-05-09 03:24:17.440000+00:00,2024-05-09 12:24:17.440000+09:00,2024,5,9,3,24,17,440,,,,,,,,,-0.219971,0.250488,0.024414,89.172363,-0.366211,25.45166,,,,,,,,,,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,6.0,0.0,,,,,,,12.080973556605077,-0.10169077746058802,0.8926531135492188,4.364683131340683,0.9082939038651718,-1.5578545739736398,4.7225382503966165,,4.665165430152698,,,,,,,,,
LBP00_S02,LBP00,-1638,13,2,12,-1638,1715225057.48,2024-05-09 03:24:17.480000+00:00,2024-05-09 12:24:17.480000+09:00,2024,5,9,3,24,17,480,,,,,,,,,-0.007324,0.401367,0.254395,-54.56543,-77.270508,54.199219,,,,,,,,,,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,6.0,0.0,,,,,,,11.33221919417147,-0.66403618056181,-0.9162501712975649,4.817971899107541,0.8817324566426994,-1.5945045808255425,5.15099506930076,,4.954005178508055,,,,,,,,,
LBP00_S02,LBP00,-1637,14,2,13,-1637,1715225057.52,2024-05-09 03:24:17.520000+00:00,2024-05-09 12:24:17.520000+09:00,2024,5,9,3,24,17,520,,,,,,,,,0.599365,-0.312744,1.163818,-65.368652,-89.96582,22.705078,,,,,,,,,,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,6.0,0.0,,,,,,,10.23009472835908,-0.8312630229209504,-2.248367238949372,5.227175688241904,0.8484819357258614,-1.6844392703835174,5.557033644545486,,5.275638198949624,,,,,,,,,
LBP00_S02,LBP00,-1636,15,2,14,-1636,1715225057.56,2024-05-09 03:24:17.560000+00:00,2024-05-09 12:24:17.560000+09:00,2024,5,9,3,24,17,560,,,,,,,,,0.433594,0.464355,1.143555,51.696777,-5.249023,0.854492,,,,,,,,,,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,6.0,0.0,,,,,,,8.984919938081696,-0.26034427185833864,-3.0006646614492962,5.586572485765172,0.8380681648515278,-1.8044658568414893,5.930282237478479,,5.601290700148806,,,,,,,,,
LBP00_S02,LBP00,-1635,16,2,15,-1635,1715225057.6,2024-05-09 03:24:17.600000+00:00,2024-05-09 12:24:17.600000+09:00,2024,5,9,3,24,17,600,,,,,,,,,0.109863,0.449219,1.523193,37.231445,9.094238,-30.578613,,,,,,,,,,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,6.0,0.0,,,,,,,7.701240712802716,0.9086338031882153,-3.0066754131681064,5.894622114277281,0.8744135169790564,-1.9247328733682136,6.262249236706145,,5.904576569789308,,,,,,,,,
LBP00_S02,LBP00,-1634,17,2,16,-1634,1715225057.64,2024-05-09 03:24:17.640000+00:00,2024-05-09 12:24:17.640000+09:00,2024,5,9,3,24,17,640,,,,,,,,,0.103516,0.209229,1.631592,-1.647949,27.709961,-41.992188,,,,,,,,,,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,6.0,0.0,,,,,,,6.383530323113455,2.175286860959035,-2.168169618936877,6.149963327201819,0.9614249914174179,-2.0114596581256885,6.54158672619391,,6.165912482032033,,,,,,,,,
LBP00_S02,LBP00,-1633,18,2,17,-1633,1715225057.68,2024-05-09 03:24:17.680000+00:00,2024-05-09 12:24:17.680000+09:00,2024,5,9,3,24,17,680,,,,,,,,,0.090332,0.239014,1.007568,-3.173828,94.543457,-42.480469,,,,,,,,,,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,6.0,0.0,,,,,,,4.99053615092539,2.9920690462797572,-0.5962219701846196,6.349584773238835,1.0811077532686082,-2.0353085369330732,6.7548872386766465,,6.372336206815047,,,,,,,,,
